id,predicted_pages
86,['唐朝']
2765,"['數碼相機', '功能', '時間', '2009年', '市場']"
5810,"['卡爾·馬克思', '馬克思·多爾穆瓦站', '格魯喬·馬克思', '馬克思主義', '海因裏希·馬克思', '作品', '馬克思主義政治經濟學', '政治經濟學', '概念']"
8551,"['趙青', '趙丹']"
1639,"['英業達集團', '臺灣', '科技公司']"
6372,"['梁國雄', '香港', '立法會']"
2504,"['方言學', '地區', '特徵', '人口', '語言', '移民', '新地區']"
453,"['芝加哥', '人']"
7981,"['蝴蝶魚科', '桑吉巴蝴蝶魚', '鱸形目', '印度洋', '西']"
7888,"['葉巒', '鄉試']"
4014,"['動物分類表', '扁盤動物門', '黏絲盤蟲', '動物', '門', '細胞', '物種']"
229,['個人電腦']
5839,"['棘皮動物', '動物', '脊柱', '海']"
8544,"['古典制約', '制約']"
2794,"['慕容復', '武俠小說', '金庸', '武俠', '反派角色', '燕國']"
1902,['學習']
4958,"['宇宙', '葡萄酒', '果酒', '蘋果酒', '酒']"
2132,"['豫劇', '花', '聲優']"
1008,['電子科技大學']
5329,"['蔡卓妍', '歌手', '歌手·當打之年', '紅館']"
8721,"['何基佑', '2011年', '藝人', '模特兒', '香港']"
5913,"['美國', '馬丁·路德·金', '馬丁·路德·金恩遇刺案', '馬丁·路德·金紀念日', '馬丁·路德', '馬丁·路德·金國家歷史遺址', '馬丁·路德·金博士廣場站', '路德', '科麗塔·斯科特·金', '林肯紀念堂']"
2136,"['豫劇', '元曲', '曲']"
7922,"['墨西哥國徽', '國徽', '墨西哥', '岩石', '鳳仙花', '忠', '力量', '月桂']"
6548,"['貓', '鳥', '世界百大外來入侵種', '世界']"
7085,"['臺東飛行場', '卑南莊', '日治時期', '臺東郡']"
5352,"['硫酸', '比例', '鹽水']"
7367,"['約瑟夫·普立茲', '約瑟夫·普立茲', '公共服務', '服務', '報紙', '孫']"
4909,"['1800年代', '1800年', '年代', '1812序曲', '序曲', '羅曼·庫圖佐夫', '米哈伊爾·伊拉里奧諾維奇·庫圖佐夫', '路易·拿破崙', '維克多·拿破崙', '人民']"
6856,"['商業', '行爲', '交易', '心願']"
907,['行政法']
700,"['漢', '漢初三傑', '漢朝', '劉邦', '天下', '百貨公司']"
6907,"['科學哲學', '主題', '科學理論', '理論', '術語', '科學', '化學', '心理學']"
3342,"['1915年', '年', '倪尚達', '美國', '學校']"
4891,"['生物多樣性公約', '生物多樣性', '戰略', '可持續發展', '發展']"
1824,"['波爾布特', '柬埔寨', '政治人物', '沙洛特·蔡', '化名']"
578,"['古菌', '演化', '真核生物', '核', '生物']"
593,"['島嶼國家', '世界', '島嶼', '政權', '數字']"
7780,"['臺東製糖', '明治製糖', '臺灣', '臺中廳', '臺中_(大字)', '1913年', '地區', '1943年']"
3857,"['化學物質', '化學', '藥理學', '藥物']"
2680,"['雉雞', '羽毛', '差異_(哲學)']"
4255,"['艾略特', 'T·S·艾略特', '喬治·艾略特', '查爾斯·艾略特', '艾略特·克雷松獎章', '艾略特·高登索', '艾略特·內斯', '諾貝爾文學獎', '文學獎', '阿爾弗雷德·諾貝爾']"
7706,"['臺北市文山區興華國民小學', '文山區', '萬芳_(消歧義)', '興華國小', '幼兒園_(消歧義)', '臺北市政府教育局', '臺北市政府', '教育局', '臺北市', '政府']"
5824,"['卡爾·馬克思', '馬克思·多爾穆瓦站', '格魯喬·馬克思', '馬克思主義', '海因裏希·馬克思', '資本論', '馬克思主義政治經濟學', '政治經濟學']"
9074,"['喬治·盧卡斯', '盧卡斯·雷瓦', '盧卡斯·巴斯克斯', '盧卡斯·古博特', '盧卡斯·佩雷斯', '盧卡斯·埃爾南德斯', '喬治·盧卡斯', '星際大戰', '喬治·盧卡斯', '授權']"
5342,"['金門炮戰', '中華人民共和國', '中華民國', '政權', '地方']"
3498,"['古希臘悲劇', '悲劇', '古希臘', '希臘', '祭祀', '酒', '合唱']"
7284,"['張學友', '電影', '1990年', '年', '江湖', '金馬獎']"
4691,"['軟件開發', '軟件', '活動']"
2868,"['計算機科學', '實踐', '理論', '概念']"
7397,"['沙丁魚', '沙丁魚罐頭']"
2959,"['蒂姆·伯頓', '蒂姆·賴斯', '蒂姆·伯納斯李', '伯頓']"
3904,"['西班牙第二共和國', '西班牙', '第二共和國', '共和國_(俄羅斯)', '弗朗西斯科·佛朗哥', '傑斯·佛朗哥', '伊塔馬爾·佛朗哥', '若昂·費雷拉·佛朗哥·平託·卡斯特洛布蘭科', '佛朗哥·裏卡爾迪', '韋羅妮卡·佛朗哥']"
718,['電子藝術大獎']
4152,"['木衛四', '地表', '處_(佛教)', '俱樂部']"
3175,"['智利', '政治家', '路易斯·伊納西奧·盧拉·達席爾瓦', '軍政府', '軍政_(政體)', '罷工']"
7053,"['康沃爾冰川', '南極條約體系', '南極']"
5849,"['文明', '四大文明古國', '流域', '河']"
3599,"['2020年', '年', '臺灣團結聯盟', '劉一德', '主席']"
7777,"['安七炫', '吳建豪', '4_Walls', 'F4', 'F_(音名)', '聲音']"
1017,"['微分方程', '地方', '國語_(書)', '問題']"
3476,"['丹麥', '亞當·斯密', '亞當·密茨凱維奇', '亞當·斯密問題', '亞當·史密斯_(1992年出生足球運動員)', '國富論', '經濟學', '歐洲']"
2502,"['方言學', '地區']"
8578,"['貓', '馬島長尾狸貓', '狸']"
419,"['註解_(程式設計)', '代碼風格', '程序員', '錯誤']"
8428,"['啤酒', '澱粉', '酒', '飲料', '市場', '競爭力', '產業']"
1038,"['希臘神話', '古希臘', '希臘', '神話', '中華文化', '中華', '文化']"
5861,"['木衛二', '衛', '太陽系', '物質', '面_(幾何)']"
7586,"['曾光爔', '同治', '民國', '3月24日', '字', '名', '四川省_(中華民國)', '邛州直隸州', '邛州', '九龍鄉_(鄰水縣)']"
3982,['城市規劃']
8102,"['寒武紀大爆發', '寒武紀_(消歧義)', '地球', '生物']"
6695,"['阿爾弗雷德·諾貝爾', '諾貝爾獎', '化學家', '阿爾弗雷德·諾貝爾', '化學', '阿爾弗雷德·諾貝爾', '遺囑']"
1297,"['穀梁傳', '春秋_(書)', '傳']"
8066,"['鰓棘杜父魚', '魚', '日本', '海']"
2429,"['國慶日', '日子', '清朝', '國家', '方向_(中將)']"
4275,"['珠江三角洲', '珠江', '三角洲', '支流']"
8746,"['李賦寧', '中國', '教育家']"
7630,"['亞美尼亞飲食', '環境', '亞美尼亞', '飲食']"
8170,"['中國社會科學院', '院長', '胡喬木', '喬木_(消歧義)']"
8364,"['夫人', '婚姻', '男性', '尊稱']"
7659,"['忠烈祠_(臺灣)', '詞', '中國國民黨', '國民政府', '中華民國國民', '中華民國', '國民', '政府', '軍事']"
7130,"['面積', '熱帶海洋性氣候', '熱帶', '海洋性氣候', '氣候']"
2607,"['阿斯泰·妮爾森', '丹·卡斯泰拉內塔', '20世紀', '世紀', '丹麥', '影片', '深淵_(黑澤明)']"
8908,"['臺北市立明倫高級中學', '臺北', '中學', '孔廟']"
7402,"['電話號碼', '塘湖站', '濟寧市', '鐵路車站']"
8284,"['索爾維會議', '布魯塞爾', '1927年', '年', '索爾·勒維特', '會議', '人']"
6200,"['元智大學', '桃園市', '1989年', '名稱']"
1358,"['蔡元培', '元培', '翰林院', '點']"
6306,"['弗朗西斯·科波拉', '小說', '美國風情畫', '美國']"
4613,"['喬治三世', '喬治·坎寧', '喬治·桑普森', '組織', '紫質症']"
5200,"['天佑國王', '儀式', '愛國歌曲', '歌曲', '美國']"
6945,"['1984年', '1984年羅傑尼希教生物恐怖攻擊', '年', '沃斯科縣', '達爾·斯蒂芬斯', '奧修', '餐廳', '傷寒', '選民', '組織_(生物學)']"
3258,"['西奧多·羅斯福三世', '西奧多·羅斯福號航空母艦', '西奧多·羅斯福', '西奧多·羅斯福第二次總統就職典禮', '西奧多·羅斯福國家公園', '老西奧多·羅斯福', '伊蒂絲·羅斯福', '資源', '政策', '公平交易']"
6974,"['臺北市政府', '臺北市政府捷運工程局', '1987年']"
5079,"['鰲拜', '清朝', '性格', '康熙帝', '禁']"
3986,"['雪蘭莪', '生產隊', '維也納', '區家盛', '中華人民共和國法治', '社會', '百度百科', '吉隆坡', '中華人民共和國經濟史', '平凡的世界']"
3275,"['南海潮', '南海', '潮', '南部', '中國', '沖積平原', '平原', '山', '民歌']"
2573,"['日本神話', '神話', '日本', '天皇', '史書_(東亞)', '態度', '傳說', '中國']"
2276,"['宗教哲學', '宗教', '哲學', '人', '信仰']"
2438,"['安徽省', '自然保護區', '國務院_(聖座)', '浙江省']"
2347,"['硫酸', '強酸', '酸', '濃度', '水']"
442,"['許世友', '紅軍']"
2088,"['流產', '月', '染色體']"
7458,"['法耶茲·薩拉傑', '利比亞', '政治人物', '薩拉姆·法耶茲', '費薩爾·法耶茲', '會員']"
7297,"['英國', '運動員', '威廉·莎士比亞', '約翰·莎士比亞', '雙胞胎']"
835,"['愛爾蘭', '人口']"
4494,"['悖論', '法律邏輯學', '羅馬', '時代', '阿提卡', '邏輯']"
3309,"['週期', '彗星', '傑拉德·柯伊伯', '柯伊伯帶']"
4521,"['王天木', '史書_(東亞)', '指南車']"
3630,['音階']
2503,['方言學']
3012,"['黃帝', '三苗', '漢族', '中國', '傳說', '禹', '堯', '時代', '長江']"
5682,"['晉國', '驪姬之亂', '驪姬', '晉文公', '亂', '兄弟_(無線電視劇)', '政權']"
6278,"['大公報', '文匯報_(上海)', '香港商報', '商報', '香港', '倒數']"
1947,"['汶萊', '邦', '東南亞', '國家']"
3130,"['柏林自由大學', '自由大學', '柏林', '2019年', '精英大學']"
9001,"['King_Kong_by_STARSHIP娛樂', 'STARSHIP娛樂', 'King_Kong_by_STARSHIP娛樂', '合併', 'King_Kong_by_STARSHIP娛樂']"
79,"['昭和天皇', '昭和', '天皇', '名', '1月7日']"
8524,"['妙義山', '江戶', '雷']"
8901,"['海星', '胃', '食物', '牠', '牙齒', '動物']"
6225,['星期六']
4092,"['日本', '世僕', '約束']"
7956,"['實藤惠秀', '日本人', '中國']"
7030,['林鈺婷']
6059,"['世界', '期貨', '期權', '交易所', '芝加哥', '期貨交易所', '國內生產總值', '地區', '美國', '量_(物理)']"
5169,"['懷俄明州', '州', '女性', '法案', '世界', '政府']"
7056,"['南極條約體系', '南極', '康沃爾冰川']"
5893,"['幻燈片', '讀者_(雜誌)', '訊息']"
1996,"['草鴞科', '草鴞', '鳥', '目', '科']"
7675,"['莫斯科', '博古']"
6173,"['隋朝', '制度']"
4787,"['屏東縣', '人', '李安', '李·安克里奇', '臺灣', '導演', '柏林']"
8494,"['西門站_(臺北捷運)', '中正區_(臺北市)', '信義區_(臺北市)', '捷運車站', '捷運']"
4610,"['高行健', '法國', '公民', '戲劇', '藝術', '小說', '道路', '諾貝爾獎', '阿爾弗雷德·諾貝爾']"
4849,"['關羽', '三國演義', '小說', '人物']"
516,"['鐒', '名稱', '加拿大', '物理學家', '歐內斯特·勞倫斯', '歐內斯特·沃爾頓', '勞倫斯', '珍妮佛·勞倫斯', '勞倫斯·薩默斯', '勞倫斯·奧利維爾']"
7879,"['氰化鋰', '氰化鈉', '水溶液', '溶液', '鹼', '氰化氫', '頻率']"
5077,"['京九鐵路', '月']"
363,"['中國人民解放軍武漢軍區', '中國人民解放軍', '湖北省', '河南省_(中華民國)']"
1805,"['科特迪瓦', '城市', '亞穆蘇克羅', '蘇克_(卑詩省)', '首都', '阿比讓']"
7671,"['臺北市私立新民國民小學', '臺北市', '教育', '學校']"
2212,"['中世紀', '藝術家', '米開朗基羅', '米開朗基羅·樂孔特', '米開朗基羅·法爾瑪提諾', '佛羅倫薩共和國', '城邦', '佛羅倫薩', '邦', '國家']"
4594,"['過程', '測試', '產品']"
2819,"['波士頓', '經濟發展', '金融', '政治']"
1841,"['XBRL', '語言', '標記_(程式語言)']"
2908,"['內積空間', '空間_(數學)', '歐幾里得', '蟲洞', '距離', '抽象']"
2211,"['佛羅倫薩共和國', '佛羅倫薩', '米開朗基羅', '米開朗基羅·樂孔特', '米開朗基羅·法爾瑪提諾', '出生地']"
8510,"['綠山城縣', '波蘭', '綠山城', '西部', '山城', '縣', '土地', '人']"
8374,['馬世莉']
5058,"['木衛三十九', '赫革摩涅', '希臘神話', '希臘', '神話', '女神', '一·二八事變']"
3676,"['國家', '報紙', '鍼灸', '媒介', '筋膜']"
5340,"['金門炮戰', '地', '軍事', '中華人民共和國', '中華民國', '政權', '衝突']"
55,"['金朝', '女真', '族', '漢姓', '姓', '現象']"
973,"['吸血鬼', '處_(佛教)']"
941,"['北阿坎德邦', '法院', '奈尼塔爾']"
2126,"['經典力學', '艾薩克·牛頓', '力學', '物理學', '現代物理學', '領域']"
4460,"['大足石刻', '中國', '北']"
1533,"['高雄縣', '中華民國', '區域']"
810,['豫劇']
8096,"['冷戰', '雲林定遠電臺', '臺南天馬電臺', '地區', '價值']"
5438,"['中國政法大學', '學校', '類型', '中央部屬高校', '中央']"
5013,['東漢']
6632,"['韓國總統', '總統_(韓國電視劇)']"
3190,"['ACM', 'ACM_電腦分類系統', '技術', '訊息_(蘋果)']"
5404,['香港大學']
71,['阿姆斯特丹']
4283,"['隋煬帝', '楊素', '軍事家', '中央集權']"
4286,"['隋煬帝', '楊素', '軍事家', '中央集權', '中央政府']"
4579,"['金庸', '角色', '小龍女', '射鵰英雄傳_(1977年電影)', '主角_(小說)']"
8552,"['謝磷', '明朝']"
2401,"['信天翁科', '鳥', '南冰洋', '太平洋', '洋', '牠', '翼展', '世界']"
7372,"['臺灣氣候', '熱帶', '臺灣', '氣候', '北迴歸線', '副熱帶季風氣候', '熱帶季風氣候']"
6036,"['伯明翰', '伯明翰大學', '1900年', '年', '英格蘭', '大學', '紅磚大學', '英國']"
7097,"['深度', '臺中市立新社高級中學', '臺中市', '社', '中學', '科']"
4736,"['那加蘭邦', '阿薩姆邦', '邦', '印度', '人口', '基督徒']"
8003,"['臺中市私立曉明女子高級中學', '臺中市', '中學']"
1270,"['穀梁傳', '春秋_(書)', '傳']"
8587,['徐太志']
4217,"['基因工程', '基因', '細胞', '工程']"
887,"['海洛因', '粉末']"
1964,"['小龍女', '楊過', '合']"
3442,"['木衛三十九', '木星', '木衛三', '衛', '黃道', '軌道', '軌道傾角', '赤道', '角']"
3415,"['湯姆·克魯斯', '湯姆·班克斯', '湯姆·漢克斯', '木蘭花_(電視劇)', '奧斯卡', '奧斯卡·埃爾南德斯', '配角']"
1607,"['冰淇淋', '乳', '甜品']"
2788,"['阿姆斯特丹', '美洲']"
5952,"['蒲公英', '生命', '配子', '個體']"
3273,"['南海潮', '南海', '潮', '南部', '中國', '沖積平原', '平原', '民歌']"
8630,"['茶葉蛋', '茶']"
9090,"['廣島縣', '小說家', '川瀨夏菜', '夏菜', '灰姑娘', '公主']"
1361,"['羅馬', '維納斯', '紀念日', '三月']"
2861,"['1月26日', '日', '平年']"
7778,"['臺東製糖', '明治製糖', '株式會社', '臺灣', '臺東廳', '臺東', '1913年', '地區', '1943年']"
1587,"['草莓', '人類', '果實', '果', '附果', '物']"
5752,"['卡爾·馬克思', '馬克思·多爾穆瓦站', '格魯喬·馬克思', '馬克思主義', '海因裏希·馬克思', '資本論', '馬克思主義政治經濟學', '政治經濟學', '概念']"
5590,"['大麥', '世界', '穀物', '禾本科', '麥', '植物']"
2371,"['朱塞佩·威爾第', '朱塞佩·西諾波利', '朱塞佩·加里波第', '朱塞佩·馬志尼', '處女作', '王', '悲劇']"
3155,"['豆腐', '豆製品', '豆瓣醬', '麻婆豆腐', '麻']"
5492,"['古生代', '代_(地質學)', '哺乳動物', '被子植物', '植物']"
1810,"['排球', '北美洲']"
8590,"['徐太志', '婚姻']"
8212,['披頭四樂隊']
6064,"['均勻碼理事會', '目標']"
3024,"['山下達郎', '犬']"
2939,"['威廉·莎士比亞', '威廉·伯德', '威廉·達文南特', '威廉·戈德溫', '威廉·赫歇爾', '奇治·莎士比亞', '作品', '人物', '名稱', '約翰·莎士比亞']"
2753,['拿督']
8577,"['貓', '馬島長尾狸貓']"
8574,"['馬島長尾狸貓', '狸']"
3148,"['2006年', '年', '水星凌日_(土星)', '凌_(天體)', '水星', '凌日']"
3277,"['薄熙來', '2013年10月', '上訴']"
7612,"['香港醫院列表', '香港', '公園', '醫療', '政府', '機構']"
2727,"['戊戌變法', '光緒帝', '康有爲', '戊戌', '戊', '光緒', '權力', '慈禧太后']"
9099,"['克洛里斯', '洛里斯_(沃克呂茲省)', '雨果·洛里斯', '神', '妻子']"
7577,"['臺灣糖業史', '臺灣', '省', '共和國_(俄羅斯)']"
8479,"['國定古蹟', '中華民國', '中華民國外交部', '古蹟', '臺北賓館', '博愛特區', '博愛', '外交部']"
1844,['英格蘭']
4341,"['烏拉圭', '1933年']"
3876,"['沈鈞儒', '江蘇省_(中華民國)', '人', '祖籍', '進士']"
2296,"['剛果民主共和國', '面積', '非洲', '馬格里布', '北非', '半總統制', '總統制', '總統', '共和國_(俄羅斯)']"
1822,"['波爾布特', '柬埔寨', '明星', '沙洛特·蔡', '化名']"
2600,"['麻省理工學院', '世界大戰', '冷戰', '第二次世界大戰', '工程學', '應用科學', '科學', '技能']"
3866,"['軌道共振', '共振', '軌道', '太陽系', '天體']"
1971,"['尼古拉·德·孔多塞', '百科全書派', '法國', '德尼·狄德羅', '思想家', '百科全書', '德尼·狄德羅']"
8611,"['臺北市私立道明外僑學校', '臺北市', '僑民', '診所']"
8632,"['茶葉蛋', '茶']"
1461,"['諾維亞語', '民族_(消歧義)', '語言']"
2448,"['三角函數', '三角學', '三角形', '邊_(幾何)', '三角']"
735,"['日本海', '日本', '海', '海盆']"
2299,"['獅子座', '黃道帶', '黃道', '恆星']"
967,"['環境', '質量']"
3768,"['陳寅恪', '王國維', '梁啓超', '趙元任', '清華大學', '江西省', '人', '語言']"
1561,"['愛丁堡大學', '愛丁堡', '昆蟲']"
5739,"['卡爾·馬克思', '馬克思·多爾穆瓦站', '格魯喬·馬克思', '馬克思主義', '海因裏希·馬克思', '資本論', '馬克思主義政治經濟學', '政治經濟學', '概念']"
5894,"['幻燈片', '訊息']"
3388,"['大躍進', '1966年', '年', '無產階級', '文化', '秦腔']"
3853,"['五胡十六國', '胡', '國', '六國_(諸侯國)', '劉聰', '帝', '軍', '永嘉之亂', '永嘉_(東漢)', '亂']"
3641,"['珠江', '中國', '國內', '河流', '流量', '長度']"
3205,"['麻原彰晃', '真理國', '九州_(日本)', '日本', '人', '政黨', '真理']"
2421,"['新聞聯播', '北京時間', '時間', '收視率', '中國']"
6212,"['蔡卓妍', '香港', '歌手', '歌手·當打之年', '溫哥華', '大溫哥華']"
5936,"['核', '中子', '磁']"
6457,"['湖區', '英格蘭', '威廉·華茲華斯', '威廉·赫茲利特', '多蘿西·華茲華斯', '威廉·愛德華·韋伯', '威廉·霍華德·塔夫脫', '威廉·F·雷諾茲']"
5900,"['標準舞', '女性']"
2892,[]
2272,"['宗教哲學', '宗教', '哲學', '人']"
7452,"['象山公園', '象山_(九龍)', '地形', '公園']"
8567,"['史考特·朗恩', '麥可·史考特', '雷利·史考特', '西恩·威廉·史考特', '克莉斯汀·史考特·湯瑪斯', '史考特·普魯特', '蒙哥馬利·史考特', '史考特·詹森', '史考特·米蘭', '南極洲']"
6265,"['亞熱帶', '中亞', '熱帶', '氣候', '酒', '宜賓市', '五糧液', '湖北省_(中華民國)', '市', '地級市']"
4553,"['隋煬帝', '考試', '制度', '世界政策']"
6156,"['潘恩', '托馬斯·潘恩', '克里斯·潘恩', '羅伯特·崔特·潘恩', '潘·巴奇利', '迦勒·潘恩', '法國', '法語', '人']"
414,['程序員']
6081,"['百度百科', '百度', '中國', '抄襲', '維基百科', '行爲']"
7717,"['臺灣政府', '臺灣', '政府', '功能', '行政機關']"
7180,"['開元路_(臺南市北區)', '全長', '秀水鄉', '秀水', '道路', '1', '一·二八事變']"
4742,"['那加蘭邦', '曼尼普爾邦', '邦', '印度', '人口', '基督徒']"
62,"['安東尼·西尼蘇卡·金廷', '金', '馬丁·路德·金', '漢姓', '姓', '衫', '現象']"
563,"['荷馬', '人', '史詩', '集']"
8239,"['詞曲作家', '音樂出版社', '作品', '版稅', '作曲家']"
4237,"['分工', '器官移植']"
1404,"['墨西哥總統', '墨西哥', '總統', '貝尼託·胡亞雷斯', '寄居蟹']"
8379,"['鄭氏鸞', '兒子', '人']"
6086,"['界_(生物)', '生物', '域_(生物)', '真核生物', '核']"
693,"['硫', '液體', '化合價']"
1979,"['管致中', '大學', '1949年', '年', '母校', '講師_(消歧義)']"
5898,"['標準舞', '女性', '裙', '短裙_(AOA單曲)']"
5049,"['安德斯·海爾斯伯格', '安德斯', '克里斯蒂安·B·安芬森', '丹麥', '門格斯圖·海爾·馬里亞姆', '編譯器', '作者', '微軟']"
8631,"['茶葉蛋', '製作', '茶']"
7035,['林鈺婷']
3823,"['蔡英文', '董事長', '朱立倫', '中國國民黨']"
8617,"['簡炳墀', '松柏塱', '練馬師', '香港', '現在', '圍村']"
7177,"['開元路_(臺南市北區)', '全長', '臺南市', '境']"
3385,"['文化大革命', '1966年', '年', '無產階級', '文化', '革命', '秦腔']"
3563,"['嫘祖', '傳說', '黃帝', '軒轅', '元妃', '昌意', '子']"
2625,"['向日葵', '花', '真雙子葉植物', '雙子葉植物', '子葉', '植物', '科', '花序', '太陽']"
2501,"['方言學', '地區', '特徵']"
3775,"['人類', '火']"
5609,"['貨幣', '法定貨幣', '新臺幣', '中央銀行']"
189,"['尼克·貝爾格', '阿爾班·貝爾格', '亞歷山大·格拉漢姆·貝爾', '釋放']"
8770,"['海濱站_(聖彼得堡地鐵)', '聖彼得堡', '聖彼得堡地鐵', '地鐵', '車站', '瓦西里島', '瓦西里·貝科夫號巡邏艦']"
4728,"['張五常', '五常', '經濟學家', '中國', '態度']"
5539,"['麻省理工學院', '校友', '公司']"
5463,"['南極圈', '南極', '北冰洋', '冰', '中央', '海冰', '海水', '大西洋', '冰山', '航運']"
891,"['海洛因', '流體']"
2682,"['雉雞', '羽毛', '差異_(哲學)']"
2048,"['護照', '國家']"
2372,"['朱塞佩·威爾第', '王', '朱塞佩·西諾波利', '朱塞佩·加里波第', '朱塞佩·馬志尼', '朱塞佩·西諾波利', '朱塞佩·加里波第', '朱塞佩·馬志尼', '作品']"
2076,"['奧古斯都_(稱號)', '羅馬皇帝', '奧古斯都·艾迪生·古爾德', '羅慕路斯·奧古斯都', '奧古斯都·勞裏克殖民地', '奧古斯都·腓特烈_(薩塞克斯公爵)', '皇帝', '羅馬', '頭銜']"
6149,"['糧食', '營養', '糖類', '糖_(消歧義)']"
8663,"['英語', '中國']"
7373,"['臺灣氣候', '臺灣', '氣候', '北迴歸線', '位置']"
7145,"['亂世佳人', '費雯·麗', '導演', '費雯·麗', '費雯·麗參演作品列表', '1990年代', '費雯·麗', '明星']"
7920,"['墨西哥國徽', '國徽', '墨西哥', '岩石', '仙人掌', '力量', '月桂']"
384,['許世友']
5949,"['林義雄', '美麗島事件', '美麗島', '事件', '政府']"
1015,"['微分方程', '地方', '運動學', '力', '動力學', '力學', '問題']"
2595,"['世界歷史', '中國', '特徵', '三國', '時代', '魏晉南北朝', '南北朝', '盛世', '英雄豪傑']"
1202,"['歐洲民族', '歐洲', '民族國家', '民族', '國家', '語言', '人']"
8985,"['北京航空航天大學', '北京市']"
3105,"['孤島', '阿曼', '阿曼蘇丹', '印度洋']"
2843,"['德川家康', '陽成天皇', '後陽成天皇', '夷', '老闆', '海南', '幕府']"
6681,"['流星', '顏色']"
1803,"['科特迪瓦', '首都', '亞穆蘇克羅', '蘇克_(卑詩省)', '阿比讓']"
3216,"['齊秦', '齊豫', '歌手·當打之年', '歌手·當打之年']"
5310,"['石器時代', '石器', '小米']"
2351,"['硫酸', '鹼', '濃度', '水']"
8461,"['臺東垃圾焚化廠', '臺東縣', '臺東', '縣_(中華民國)', '受害者']"
2422,"['新聞聯播', '時間', '收視率', '中國', '節目']"
2398,"['信天翁科', '鳥', '南冰洋', '太平洋', '洋', '牠', '世界']"
5653,"['傳', '爻', '周文王']"
6462,"['阿美族', '臺灣', '臺灣人']"
7497,"['昆蟲', '糖胺', '殼']"
6071,"['六和敬', '風', '食譜']"
3628,"['漢光武帝', '問題', '信_(歌手)', '馬援']"
1501,"['木衛三', '希臘神話', '希臘', '神話', '萬神殿_(動畫)']"
8056,"['希臘神話', '希臘', '神話', '形象', '女神', '名']"
8814,"['元智大學', '董事長', '父親']"
7095,"['臺中市立新社高級中學', '科', '中學', '臺中市']"
1443,"['英格蘭教會', '英格蘭', '教會', '世紀', '世', '王', '亨利八世', '亨利', '蒂埃裏·亨利', '歐·亨利']"
2545,"['果酒', '果實', '人類']"
5207,"['光學顯微鏡', '顯微鏡', '光學', '狀態']"
8168,"['王禮', '朱一貴', '清朝政府', '清朝', '政府', '市場']"
740,"['議會', '立法機關', '民主', '國家', '人民', '國會_(日本)']"
6950,"['1984年', '年', '1984年羅傑尼希教生物恐怖攻擊', '奧修', '沃斯科縣', '達爾·斯蒂芬斯', '餐廳', '選民', '組織_(生物學)', '選舉']"
6946,"['1984年', '1984年羅傑尼希教生物恐怖攻擊', '年', '沃斯科縣', '達爾·斯蒂芬斯', '奧修', '餐廳', '傷寒', '選民', '組織_(生物學)']"
3279,"['薄熙來', '2013年10月', '法院']"
4057,"['柯伊伯帶', '傑拉德·柯伊伯', '傑拉德·柯伊伯', '行星', '矮行星', '太陽系', '衛星']"
4424,"['公權力', '權力', '死刑', '處決_(油畫)']"
439,"['許世友', '國民軍']"
1333,"['美國總統', '美國', '總統', '林登·約翰遜', '加里·約翰遜', '斯蒂夫·約翰遜', '克里斯·約翰遜', '肖恩·約翰遜', '鮑里斯·約翰遜', '塞繆爾·約翰遜']"
2598,"['魏晉南北朝', '三國', '南北朝', '太平盛世', '盛世']"
6119,"['西亞', '中東', '名詞', '歐洲', '世界', '感覺', '國際組織']"
8826,"['紅寶石', '非洲', '洲', '亞洲', '澳大利亞', '寶石', '工業']"
8748,"['臺灣總督', '總督', '臺灣', '日治時期', '天皇']"
5876,"['過去', '南小島', '北小島', '東海', '漁民', '船', '小島_(臺東區)', '南', '海峽']"
6791,"['茲德內克·莫拉維克', '行星', '捷克', '天文學家']"
9071,"['喬治·盧卡斯', '盧卡斯·雷瓦', '盧卡斯·巴斯克斯', '盧卡斯·古博特', '盧卡斯·佩雷斯', '盧卡斯·埃爾南德斯', '喬治·盧卡斯', '星際大戰', '喬治·盧卡斯', '導演']"
2672,"['扶餘國', '漢朝', '玄菟郡', '太守', '銀', '玉衣', '玉']"
474,"['梁朝偉', '作品', '情歌', '愛·情歌']"
6958,"['花蓮縣', '太祖']"
8559,"['金馬獎頒獎典禮', '第18屆金馬獎', '金馬獎', '高雄市', '主持人', '蕭芳芳']"
6755,"['神仙·老師·狗', '普羅米修斯']"
274,"['查理·卓別林', '老查理·卓別林', '悉尼·厄爾·卓別林', '悉尼·卓別林', '小查理·卓別林', '漢娜·卓別林', '查理·卓別林影片輯', '悉尼·約翰·卓別林']"
5303,"['土衛十', '中國神話', '神話', '中國', '海', '女神']"
633,"['水木清華BBS', '水木', 'BBS', '中國大陸', '中國', '2005年', '2012年', '關站']"
3462,"['1998年', '燕山大學', '燕山_(消歧義)', '2014年', '河北省']"
8819,"['地獄新娘_(1965年電影)', '臺語電影', '辛奇_(臺灣導演)', '1965年', '辛奇·羅卡']"
942,"['北阿坎德邦', '奈尼塔爾']"
5260,"['雍正', '市鎮']"
1199,"['歐洲民族', '歐洲', '民族', '國家', '人', '腳趾', '指']"
1759,"['山斑鳩', '學名', '意', '西方']"
5219,"['香港劇集', '香港', '劇集', '世界', '華人']"
6470,"['披頭四樂隊', '英國', '頭']"
